customer_id,month,name,age,occupation,annual_income,num_bank_accounts,num_of_loans,type_of_loans,delay_from_due_date,num_of_delayed_payments,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,credit_score
CUS_0x3821,August,Steveu,21,Architect,16365.59,7,4,"Auto Loan, Student Loan, Auto Loan, and Credit-Builder Loan",13,21.0,15,1.0,Standard,875.32,24.74,18 Years and 8 Months,Yes,31.37,27.68,High_spent_Small_value_payments,309.93,Poor
CUS_0x2c3c,August,Laurene,37,,17238.11,8,9,"Home Equity Loan, Payday Loan, Not Specified, Debt Consolidation Loan, Payday Loan, Auto Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",44,16.0,1,11.0,Bad,1500.09,26.38,9 Years and 3 Months,Yes,84.14,44.06,High_spent_Small_value_payments,291.74,Poor
CUS_0xc68,July,Gylesy,36,Entrepreneur,15334.13,7,3,"Student Loan, Not Specified, and Payday Loan",31,17.0,6,11.0,Bad,2339.82,33.69,13 Years and 7 Months,Yes,19.4,28.31,High_spent_Large_value_payments,338.57,Poor
CUS_0x4d98,July,Slatern,28,Entrepreneur,87416.52,2,3,"Personal Loan, Debt Consolidation Loan, and Credit-Builder Loan",4,3.0,6,3.0,Good,814.52,25.65,18 Years and 1 Months,NM,151.86,238.3,High_spent_Medium_value_payments,563.62,Standard
CUS_0x4d98,August,Slatern,28,Entrepreneur,87416.52,2,3,"Personal Loan, Debt Consolidation Loan, and Credit-Builder Loan",4,2.0,6,3.0,Good,814.52,36.39,18 Years and 2 Months,No,151.86,316.33,Low_spent_Large_value_payments,505.58,Standard
CUS_0xae61,July,Nickf,32,Developer,60878.97,4,5,"Not Specified, Mortgage Loan, Debt Consolidation Loan, Personal Loan, and Auto Loan",12,16.0,6,9.0,Standard,946.64,38.82,6 Years and 9 Months,Yes,158.32,71.19,High_spent_Large_value_payments,527.82,Standard
CUS_0x579e,July,Tomm,41,Journalist,19723.82,10,3,"Auto Loan, Personal Loan, and Auto Loan",46,16.0,2,2352.0,Bad,2683.21,31.08,12 Years and 9 Months,Yes,48.84,132.37,Low_spent_Small_value_payments,248.65,Poor
CUS_0x79d3,August,Ros Krasnyh,35,Doctor,14332.03,5,3,"Mortgage Loan, Student Loan, and Student Loan",10,16.0,5,5.0,Standard,244.52,35.55,30 Years and 9 Months,No,21.97,10000.0,Low_spent_Small_value_payments,329.91,Standard
CUS_0x659,July,aranio,27,Doctor,16133.43,6,2,"Personal Loan, and Credit-Builder Loan",43,23.0,9,11.0,Bad,1494.81,31.94,11 Years and 10 Months,Yes,24.26,49.38,Low_spent_Small_value_payments,344.71,Poor
CUS_0x659,August,aranio,27,Doctor,16133.43,6,2,"Personal Loan, and Credit-Builder Loan",38,23.0,9,11.0,Bad,1494.81,26.12,11 Years and 11 Months,Yes,24.26,40.31,High_spent_Small_value_payments,323.78,Poor
CUS_0xb1d2,July,Forgionen,43,Scientist,61737.94,265,3,"Student Loan, Debt Consolidation Loan, and Auto Loan",12,20.0,8,3.0,Standard,161.0,36.78,30 Years and 3 Months,No,111.64,152.91,High_spent_Medium_value_payments,474.34,Standard
CUS_0xb1d2,August,Forgionen,43,Scientist,61737.94,5,3,"Student Loan, Debt Consolidation Loan, and Auto Loan",13,20.0,8,6.0,Standard,161.0,27.99,30 Years and 4 Months,No,111.64,226.29,Low_spent_Large_value_payments,420.96,Standard
CUS_0x650b,July,Evaa,32,Accountant,160350.4,2,3,"Not Specified, Mortgage Loan, and Personal Loan",4,1.0,9,0.0,Good,1077.27,29.1,31 Years and 2 Months,No,212.43,321.99,High_spent_Large_value_payments,1033.03,Good
CUS_0x650b,August,Evaa,32,Accountant,160350.4,2,3,"Not Specified, Mortgage Loan, and Personal Loan",4,0.0,9,5.0,Good,1077.27,30.21,31 Years and 3 Months,No,212.43,881.75,Low_spent_Medium_value_payments,513.27,Good
CUS_0xa4ee,July,Andrewz,18,Journalist,7471.91,8,6,"Personal Loan, Payday Loan, Payday Loan, Home Equity Loan, Mortgage Loan, and Not Specified",33,17.0,18,8.0,Standard,1814.13,31.85,19 Years and 3 Months,Yes,18.69,45.0,Low_spent_Small_value_payments,286.08,Poor
CUS_0xa8d8,July,Barra,42,,61756.52,9,4,"Mortgage Loan, Personal Loan, Mortgage Loan, and Auto Loan",48,17.0,2,10.0,Bad,1854.48,27.48,6 Years and 4 Months,Yes,126.58,132.08,High_spent_Large_value_payments,512.57,Poor
CUS_0x8535,July,N.u,51,Developer,12766.42,3,3,"Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",8,17.0,10,0.0,Standard,1415.51,35.5,31 Years and 5 Months,Yes,27.97,103.88,Low_spent_Medium_value_payments,268.83,Good
CUS_0x8535,August,N.u,51,,12766.42,3,3,"Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",11,16.0,10,0.0,Standard,1415.51,35.98,31 Years and 6 Months,Yes,27.97,50.92,Low_spent_Small_value_payments,331.79,Good
CUS_0x6f64,August,Andyx,25,Accountant,20355.23,8,6,"Student Loan, Debt Consolidation Loan, Personal Loan, Not Specified, Credit-Builder Loan, and Payday Loan",18,12.0,14,5.0,Standard,575.92,33.27,10 Years and 8 Months,Yes,59.29,249.19,Low_spent_Small_value_payments,179.35,Standard
CUS_0x7bbb,July,Krista Hughesu,36,Accountant,14115.22,6,9,"Home Equity Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, Mortgage Loan, Personal Loan, Not Specified, and Personal Loan",16,17.0,6,13.0,Bad,3346.41,30.06,3 Years and 5 Months,NM,96.78,102.58,Low_spent_Medium_value_payments,211.58,Standard
CUS_0x7bbb,August,Krista Hughesu,36,Accountant,14115.22,6,9,"Home Equity Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, Mortgage Loan, Personal Loan, Not Specified, and Personal Loan",16,19.0,6,13.0,Bad,3346.41,37.29,3 Years and 6 Months,Yes,96.78,114.26,Low_spent_Small_value_payments,209.89,Standard
CUS_0x5f92,August,en Klaymanu,17,Teacher,9238.24,6,7,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, and Auto Loan",32,25.0,3,11.0,Bad,3985.22,33.48,9 Years and 3 Months,Yes,38.77,42.43,Low_spent_Medium_value_payments,286.99,Poor
CUS_0x8617,August,Carrickx,21,,57326.49,3,-100,"Payday Loan, and Student Loan",16,19.0,11,3.0,Standard,1040.21,40.79,23 Years and 6 Months,No,55.25,283.53,Low_spent_Small_value_payments,455.44,Poor
CUS_0x4781,July,Hof,44,,61627.0,1,1,Credit-Builder Loan,18,6.0,7,2.0,Good,1485.87,30.3,20 Years and 5 Months,No,298.88,570.64,Low_spent_Small_value_payments,170.64,Standard
CUS_0x4781,August,Hof,44,Teacher,61627.0,1,1,Credit-Builder Loan,18,8.0,7,2.0,Good,1485.87,33.42,20 Years and 6 Months,No,298.88,10000.0,High_spent_Medium_value_payments,646.96,Standard
CUS_0x4567,July,Krishnanh,20,Architect,106215.04,6,3,"Payday Loan, Mortgage Loan, and Not Specified",27,15.0,9,10.0,Standard,1067.77,32.49,23 Years and 10 Months,Yes,152.96,352.46,High_spent_Small_value_payments,613.81,Standard
CUS_0x4567,August,Krishnanh,20,Architect,106215.04,6,3,"Payday Loan, Mortgage Loan, and Not Specified",27,13.0,13,10.0,Standard,1067.77,35.26,23 Years and 11 Months,Yes,152.96,712.66,Low_spent_Medium_value_payments,273.61,Standard
CUS_0x5789,July,Anshuman Dagag,43,Architect,93529.05,5,2,"Home Equity Loan, and Debt Consolidation Loan",20,9.0,7,9.0,Standard,757.74,28.72,19 Years and 9 Months,Yes,122.84,721.23,Low_spent_Medium_value_payments,213.44,Standard
CUS_0xae57,July,Braden Reddallg,26,Accountant,16909.09,9,5,"Personal Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, and Debt Consolidation Loan",34,19.0,10,6.0,Bad,1890.74,27.54,11 Years and 1 Months,Yes,37.43,63.68,Low_spent_Large_value_payments,294.29,Poor
CUS_0x3090,July,Severinf,25,Doctor,43610.13,2,4,"Mortgage Loan, Debt Consolidation Loan, Personal Loan, and Home Equity Loan",12,6.0,15,1.0,Good,1371.99,29.23,28 Years and 5 Months,NM,133.36,322.41,Low_spent_Large_value_payments,178.25,Good
CUS_0x7303,July,Lawrence Whitep,17,Media_Manager,60335.25,9,-100,"Home Equity Loan, and Not Specified",44,16.0,11,7.0,Bad,1814.22,37.59,17 Years and 2 Months,Yes,92.43,139.79,High_spent_Medium_value_payments,529.88,Standard
CUS_0x947a,July,Ransdellq,20,Architect,26922.65,4,3,"Payday Loan, Payday Loan, and Student Loan",31,18.0,7,4.0,Standard,1179.89,31.86,20 Years and 8 Months,No,58.96,249.38,Low_spent_Small_value_payments,216.02,Standard
CUS_0x27b9,August,Ryan Vlastelicae,18,Teacher,28356.18,10,7,"Payday Loan, Personal Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",36,23.0,16,12.0,Bad,4157.2,34.06,5 Years and 6 Months,Yes,140.7,29.15,High_spent_Large_value_payments,312.66,Standard
CUS_0x2b94,July,"""rendan OBrien""f",48,Engineer,24372.88,5,3,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",26,7.0,6,2.0,Standard,719.48,31.38,28 Years and 8 Months,Yes,55.35,19.06,High_spent_Large_value_payments,363.7,Standard
CUS_0x8d9,August,Amw,37,Media_Manager,24881.15,4,2,"Debt Consolidation Loan, and Student Loan",7,6.0,17,9.0,Standard,931.68,33.78,18 Years and 4 Months,Yes,40.17,166.52,Low_spent_Small_value_payments,313.75,Standard
CUS_0xb293,July,Pascals,20,Teacher,72152.8,4,3,"Personal Loan, Home Equity Loan, and Home Equity Loan",23,5.0,9,5.0,Good,847.35,36.99,29 Years and 5 Months,No,171.81,233.47,High_spent_Small_value_payments,439.7,Poor
CUS_0x558f,August,Wroughtonw,44,Journalist,26908.25,6,3,"Auto Loan, Home Equity Loan, and Student Loan",18,17.0,9,3.0,Standard,546.83,25.65,19 Years and 4 Months,No,52.07,36.74,High_spent_Large_value_payments,376.62,Standard
CUS_0x6574,July,Sabaj,39,Architect,32919.12,7,4,"Auto Loan, Not Specified, Home Equity Loan, and Not Specified",43,27.0,5,10.0,Bad,1960.47,25.9,14 Years and 5 Months,Yes,25989.0,223.35,Low_spent_Small_value_payments,260.3,Standard
CUS_0x6574,August,Sabaj,39,Architect,32919.12,7,4,"Auto Loan, Not Specified, Home Equity Loan, and Not Specified",46,26.0,5,10.0,Bad,1960.47,39.16,14 Years and 6 Months,NM,78.67,46.81,High_spent_Large_value_payments,386.85,Poor
CUS_0xa677,July,Stanley Whitef,50,,40656.6,0,1,Student Loan,21,9.0,1,2.0,Good,681.37,24.25,18 Years and 1 Months,No,371.53,169.05,Low_spent_Small_value_payments,435.0,Standard
CUS_0xa677,August,Stanley Whitef,50,,40656.6,0,1,Student Loan,17,9.0,1,7.0,Good,681.37,36.83,18 Years and 2 Months,No,62549.0,22.71,High_spent_Large_value_payments,531.34,Standard
CUS_0x51cb,July,Rhys Jonesz,49,Accountant,172534.16,4,3,"Debt Consolidation Loan, Student Loan, and Mortgage Loan",13,11.0,0,3.0,Good,1343.5,39.88,21 Years and 8 Months,No,393.66,473.33,Low_spent_Medium_value_payments,847.5,Standard
CUS_0x51cb,August,Rhys Jonesz,49,Accountant,172534.16,4,3,"Debt Consolidation Loan, Student Loan, and Mortgage Loan",13,10.0,5,3.0,Good,1343.5,27.06,21 Years and 9 Months,No,393.66,733.25,Low_spent_Medium_value_payments,587.58,Standard
CUS_0x458d,July,Vlastelicau,19,,34315.71,4,2,"Debt Consolidation Loan, and Home Equity Loan",24,12.0,13,4.0,Standard,24.75,29.77,16 Years and 2 Months,Yes,37.61,44.27,High_spent_Large_value_payments,459.99,Standard
CUS_0xa964,July,Leahc,45,Lawyer,70686.44,0,4,"Not Specified, Auto Loan, Payday Loan, and Mortgage Loan",13,10.0,0,2.0,Good,1488.12,38.28,23 Years and 10 Months,NM,164.46,115.9,High_spent_Medium_value_payments,550.2,Standard
CUS_0x27fa,July,Tomt,48,Manager,31280.63,8,1,Home Equity Loan,16,8.0,4,8.0,Standard,385.83,33.59,25 Years and 3 Months,Yes,21.4,82.48,High_spent_Medium_value_payments,396.09,Standard
CUS_0x27fa,August,Tomt,48,Manager,31280.63,8,1,Home Equity Loan,16,8.0,9,8.0,Standard,385.83,34.8,25 Years and 4 Months,Yes,21.4,192.11,Low_spent_Small_value_payments,326.46,Standard
CUS_0xa2af,August,Giannone Laurenn,44,Engineer,14031.25,8,7,"Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Auto Loan, Home Equity Loan, and Personal Loan",51,17.0,29,6.0,Bad,3806.35,28.76,2 Years and 8 Months,Yes,79.52,96.74,Low_spent_Small_value_payments,224.46,Poor
CUS_0x2a77,August,Alexei Oreskovics,39,Mechanic,17015.66,6,7,"Student Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, Not Specified, Credit-Builder Loan, and Student Loan",22,15.0,11,12.0,Standard,1987.47,36.01,16 Years and 2 Months,Yes,81.81,64.89,High_spent_Small_value_payments,246.6,Standard
CUS_0xb7ea,July,Robino,26,Mechanic,12975.96,8,1,Home Equity Loan,14,10.0,2,4.0,Standard,531.08,38.58,26 Years and 1 Months,NM,5.77,77.0,Low_spent_Small_value_payments,310.87,Standard
CUS_0xb7ea,August,Robino,26,Mechanic,12975.96,8,1,Home Equity Loan,19,12.0,2,4.0,Standard,531.08,29.8,26 Years and 2 Months,No,5.77,67.68,Low_spent_Small_value_payments,320.19,Standard
CUS_0x36ff,August,Michaele,29,Architect,45780.86,6,5,"Credit-Builder Loan, Personal Loan, Home Equity Loan, Auto Loan, and Auto Loan",28,16.0,16,12.0,Standard,984.91,34.73,6 Years and 4 Months,Yes,125.96,305.38,Low_spent_Large_value_payments,192.77,Standard
CUS_0xdef,July,Anna Driveri,56,Media_Manager,158604.0,4,4,"Payday Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",3,12.0,0,3.0,Good,203.93,44.43,32 Years and 10 Months,No,438.34,131.07,High_spent_Large_value_payments,997.88,Standard
CUS_0xdef,August,Anna Driveri,56,Media_Manager,158604.0,4,4,"Payday Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",0,9.0,0,3.0,Good,203.93,34.95,32 Years and 11 Months,No,438.34,294.15,High_spent_Large_value_payments,834.81,Standard
CUS_0xbaab,July,Leskew,21,Accountant,28184.28,7,1,Auto Loan,33,13.0,13,5.0,Standard,901.52,36.32,28 Years and 4 Months,Yes,15.36,56.06,High_spent_Medium_value_payments,418.45,Good
CUS_0x7a46,July,Bullj,29,Journalist,9979.88,8,1,Credit-Builder Loan,29,16.0,12,2.0,Standard,1179.69,33.81,27 Years and 10 Months,NM,6.05,60.21,Low_spent_Small_value_payments,321.11,Poor
CUS_0x7a46,August,Bullj,29,Journalist,9979.88,8,1,Credit-Builder Loan,29,16.0,12,2.0,Standard,1179.69,38.6,27 Years and 11 Months,Yes,6.05,51.84,Low_spent_Medium_value_payments,319.48,Poor
CUS_0xa0d,July,Stevenw,42,Scientist,19205.48,5,4,"Payday Loan, Student Loan, Student Loan, and Payday Loan",3,10.0,4,3.0,Good,372.06,31.23,20 Years and 2 Months,No,39.42,169.41,Low_spent_Large_value_payments,244.02,Good
CUS_0x754d,July,env,51,Entrepreneur,19891.58,4,4,"Home Equity Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",15,12.0,3,2.0,Good,320.29,27.05,28 Years and 11 Months,No,187.27,63.15,Low_spent_Small_value_payments,319.48,Good
CUS_0x754d,August,env,51,Entrepreneur,19891.58,4,4,"Home Equity Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",15,12.0,3,2.0,Good,320.29,39.09,29 Years and 0 Months,No,187.27,117.16,Low_spent_Small_value_payments,265.47,Good
CUS_0x58ea,July,Robinsona,38,Manager,30247.7,5,7,"Auto Loan, Not Specified, Not Specified, Payday Loan, Not Specified, Not Specified, and Personal Loan",17,9.0,15,8.0,Standard,841.39,31.81,12 Years and 10 Months,NM,90.6,71.62,High_spent_Medium_value_payments,320.65,Standard
CUS_0x440f,July,Leikaf,23,Journalist,18207.38,0,3,"Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",8,8.0,5,4.0,Good,589.65,29.61,23 Years and 4 Months,No,35.12,55.63,Low_spent_Small_value_payments,359.49,Standard
CUS_0x440f,August,Leikaf,23,Journalist,18207.38,0,3,"Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",8,5.0,5,4.0,Good,589.65,34.64,23 Years and 5 Months,NM,35.12,111.37,High_spent_Small_value_payments,273.74,Standard
CUS_0xa94f,July,Nicolacij,37,Journalist,56340.6,3,1,Auto Loan,7,10.0,11,3.0,Good,538.87,24.09,23 Years and 9 Months,No,26.81,554.78,Low_spent_Small_value_payments,192.11,Good
CUS_0xa94f,August,Nicolacij,37,Journalist,56340.6,3,1,Auto Loan,7,11.0,11,3.0,Good,538.87,35.95,23 Years and 10 Months,No,26.81,37.42,High_spent_Large_value_payments,659.47,Good
CUS_0x6b7c,August,Katharina Bartt,22,Entrepreneur,81334.68,9,2,"Auto Loan, and Not Specified",37,24.0,13,11.0,Bad,1731.47,27.42,13 Years and 9 Months,Yes,99.28,133.48,High_spent_Small_value_payments,703.93,Poor
CUS_0x4bd,July,Stanleya,55,Mechanic,36274.17,8,4,"Student Loan, Auto Loan, Debt Consolidation Loan, and Payday Loan",16,16.0,8,6.0,Standard,237.17,36.62,26 Years and 1 Months,No,83.92,37.17,High_spent_Large_value_payments,429.59,Standard
CUS_0x4bd,August,Stanleya,55,Mechanic,36274.17,8,4,"Student Loan, Auto Loan, Debt Consolidation Loan, and Payday Loan",16,16.0,8,6.0,Standard,237.17,23.11,26 Years and 2 Months,No,83.92,55.19,High_spent_Small_value_payments,431.58,Standard
CUS_0x6956,July,Katharinaq,31,Doctor,61883.44,9,8,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, Personal Loan, Personal Loan, and Credit-Builder Loan",53,20.0,18,7.0,Bad,4783.46,36.5,5 Years and 7 Months,Yes,231.04,38.31,High_spent_Large_value_payments,462.15,Poor
CUS_0x6956,August,Katharinaq,31,Doctor,61883.44,9,8,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, Personal Loan, Personal Loan, and Credit-Builder Loan",53,22.0,18,7.0,Bad,4783.46,30.34,5 Years and 8 Months,Yes,231.04,395.82,Low_spent_Small_value_payments,154.63,Poor
CUS_0x652c,July,Ross Kerberk,50,Developer,59703.46,3,4,"Personal Loan, Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",6,8.0,4,1.0,Good,621.5,22.85,24 Years and 5 Months,No,121.97,574.69,Low_spent_Small_value_payments,67.27,Standard
CUS_0x652c,August,Ross Kerberk,50,Developer,59703.46,3,4,"Personal Loan, Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",6,8.0,9,4.0,Good,621.5,31.38,24 Years and 6 Months,No,49752.0,191.69,High_spent_Small_value_payments,420.27,Standard
CUS_0x8d39,July,Timothys,42,Teacher,40740.44,4,6,"Payday Loan, Not Specified, Home Equity Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",30,10.0,14,10.0,Standard,247.04,33.25,18 Years and 5 Months,Yes,144.41,148.64,Low_spent_Small_value_payments,330.05,Poor
CUS_0x47e3,July,Jessica Donatio,39,Architect,7750.74,3,3,"Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",12,15.0,18,14.0,Standard,1651.44,34.45,10 Years and 5 Months,Yes,17.19,87.72,Low_spent_Small_value_payments,255.28,Standard
CUS_0x47e3,August,Jessica Donatio,39,Architect,7750.74,3,3,"Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",12,17.0,18,14.0,Standard,1651.44,25.53,10 Years and 6 Months,Yes,17.19,18.25,High_spent_Medium_value_payments,284.75,Poor
CUS_0xbfe7,August,Doris Frankelg,23,Teacher,8693.97,6,7,"Auto Loan, Payday Loan, Payday Loan, Debt Consolidation Loan, Payday Loan, Personal Loan, and Mortgage Loan",36,25.0,17,10.0,Bad,1496.11,38.7,12 Years and 6 Months,Yes,29.31,41.31,Low_spent_Small_value_payments,286.93,Standard
CUS_0x6e8,July,Jonesh,53,Lawyer,76040.82,7,4,"Student Loan, Personal Loan, Personal Loan, and Payday Loan",24,15.0,9,3.0,Standard,982.4,35.2,17 Years and 5 Months,Yes,223.69,151.6,High_spent_Medium_value_payments,507.08,Standard
CUS_0x6e8,August,Jonesh,53,Lawyer,76040.82,7,4,"Student Loan, Personal Loan, Personal Loan, and Payday Loan",24,15.0,9,3.0,Standard,982.4,37.79,17 Years and 6 Months,Yes,223.69,10000.0,Low_spent_Medium_value_payments,353.08,Standard
CUS_0x40d7,July,Murain,18,Engineer,18191.86,9,6,"Home Equity Loan, Student Loan, Student Loan, Debt Consolidation Loan, Auto Loan, and Payday Loan",58,24.0,25,6.0,Bad,4460.12,31.4,12 Years and 9 Months,Yes,78.56,139.33,Low_spent_Small_value_payments,198.5,Standard
CUS_0x40d7,August,Murain,18,Engineer,18191.86,9,6,"Home Equity Loan, Student Loan, Student Loan, Debt Consolidation Loan, Auto Loan, and Payday Loan",58,21.0,25,6.0,Bad,4460.12,25.78,12 Years and 10 Months,Yes,78.56,83.37,Low_spent_Large_value_payments,234.47,Standard
CUS_0xbff8,July,Dhanya Skariachanl,37,Lawyer,32086.38,9,7,"Debt Consolidation Loan, Auto Loan, Home Equity Loan, Mortgage Loan, Personal Loan, Not Specified, and Personal Loan",61,23.0,5,10.0,Bad,2865.49,34.71,12 Years and 10 Months,Yes,120.12,53.92,High_spent_Large_value_payments,345.34,Standard
CUS_0xbff8,August,Dhanya Skariachanl,37,Lawyer,32086.38,9,7,"Debt Consolidation Loan, Auto Loan, Home Equity Loan, Mortgage Loan, Personal Loan, Not Specified, and Personal Loan",61,23.0,5,10.0,Bad,2865.49,37.91,12 Years and 11 Months,Yes,120.12,195.54,Low_spent_Medium_value_payments,243.72,Standard
CUS_0x5182,July,Leeb,43,Engineer,14562.32,7,4,"Not Specified, Personal Loan, Personal Loan, and Payday Loan",56,24.0,9,16.0,Bad,1916.2,27.22,18 Years and 11 Months,Yes,43.09,59.61,Low_spent_Small_value_payments,304.15,Standard
CUS_0x5182,August,Leeb,43,Engineer,14562.32,7,4,"Not Specified, Personal Loan, Personal Loan, and Payday Loan",56,26.0,7,16.0,Bad,1916.2,30.29,19 Years and 0 Months,Yes,43.09,77.89,Low_spent_Small_value_payments,285.87,Poor
CUS_0x880e,July,Huww,19,,58962.2,10,9,"Auto Loan, Not Specified, Payday Loan, Debt Consolidation Loan, Auto Loan, Mortgage Loan, Credit-Builder Loan, Not Specified, and Student Loan",31,21.0,25,10.0,Bad,4294.21,31.77,9 Years and 8 Months,Yes,289.28,289.47,Low_spent_Small_value_payments,219.9,Standard
CUS_0x45af,July,Sierras,33,Media_Manager,35022.76,6,-100,"Home Equity Loan, Auto Loan, and Home Equity Loan",30,17.0,5,3.0,Standard,794.33,39.69,23 Years and 1 Months,No,64.44,143.52,Low_spent_Small_value_payments,346.7,Standard
CUS_0x2d05,August,Richard Leongj,36,Media_Manager,30910.68,6,3,"Mortgage Loan, Payday Loan, and Home Equity Loan",25,20.0,15,11.0,Standard,392.56,37.75,11 Years and 6 Months,Yes,362.97,26.07,High_spent_Large_value_payments,396.41,Good
CUS_0x7ea2,July,Alper Davew,27,Teacher,12686969.0,6,2,"Personal Loan, and Home Equity Loan",19,15.0,6,6.0,Good,1271.85,26.56,23 Years and 9 Months,No,28.52,102.83,Low_spent_Medium_value_payments,307.36,Good
CUS_0x9ad,July,David Sheppardx,21,Lawyer,49116.74,4,3,"Personal Loan, Personal Loan, and Not Specified",18,18.0,12,5.0,Standard,1429.53,32.98,18 Years and 4 Months,NM,112.66,456.59,Low_spent_Small_value_payments,155.05,Standard
